System Time, Elapsed Time (sec), Package Power (Watt), CPU Power (Watt), DRAM Power (Watt), GPU Power (Watt), E-Core Frequency (Mhz), P-Core Frequency (Mhz), GPU Frequency (Mhz), CPU MIN Temperature (C), CPU AVG Temperature (C), CPU MAX Temperature (C), GPU AVG Temperature (C), CPU Utilization (%), E-Core Utilization (%), P-Core Utilization (%), GPU Utilization (%)
18:24:38.498, 0.000, 0.504, 0.482, 0.110, 0.022, 1049, 1373, 0, 39, 41, 43, 30, 11.471, 9.701, 13.250, 9.000
18:24:39.513, 1.015, 0.134, 0.078, 0.094, 0.000, 1225, 675, 0, 39, 41, 43, 30, 12.641, 13.033, 12.250, 5.000
18:24:40.516, 2.017, 0.102, 0.092, 0.104, 0.010, 1127, 669, 0, 39, 41, 43, 30, 15.796, 20.647, 10.945, 1.000
18:24:41.508, 3.010, 0.078, 0.076, 0.090, 0.002, 1171, 865, 0, 39, 41, 44, 30, 9.962, 9.848, 10.076, 2.000
18:24:42.511, 4.012, 0.052, 0.052, 0.088, 0.000, 987, 637, 0, 39, 41, 44, 30, 13.716, 17.207, 10.224, 2.000
18:24:43.488, 4.990, 1.476, 1.162, 0.228, 0.076, 1302, 1339, 0, 39, 41, 44, 30, 16.391, 15.736, 17.048, 42.000
18:24:44.607, 6.109, 0.318, 0.288, 0.144, 0.030, 1142, 1018, 0, 39, 41, 44, 30, 32.753, 35.963, 29.535, 38.000
18:24:45.550, 7.051, 0.134, 0.066, 0.102, 0.010, 996, 643, 0, 40, 42, 43, 30, 17.647, 24.084, 11.227, 13.000
18:24:46.583, 8.085, 0.134, 0.090, 0.108, 0.002, 1005, 799, 0, 40, 42, 43, 30, 15.414, 22.000, 8.794, 1.000
18:24:47.536, 9.038, 0.424, 0.400, 0.168, 0.024, 1613, 1002, 0, 40, 42, 43, 30, 20.707, 28.608, 12.846, 15.000
18:24:48.582, 10.084, 0.066, 0.066, 0.098, 0.000, 982, 639, 0, 40, 42, 43, 30, 17.391, 23.325, 11.443, 10.000
18:24:49.547, 11.048, 0.358, 0.332, 0.130, 0.026, 1139, 887, 0, 38, 41, 43, 30, 18.012, 22.637, 13.400, 8.000
18:24:50.584, 12.086, 0.088, 0.086, 0.118, 0.002, 1003, 641, 0, 38, 41, 43, 30, 18.296, 25.815, 10.777, 1.000
18:24:51.571, 13.072, 0.134, 0.102, 0.110, 0.008, 1041, 865, 0, 38, 41, 43, 30, 15.750, 22.500, 9.000, 9.000
18:24:52.577, 14.079, 0.090, 0.090, 0.108, 0.000, 1039, 653, 0, 38, 41, 43, 30, 18.296, 27.820, 8.772, 2.000
18:24:53.566, 15.068, 0.086, 0.086, 0.108, 0.000, 1063, 657, 0, 38, 41, 43, 30, 16.355, 23.881, 8.772, 1.000
18:24:54.566, 16.068, 0.148, 0.134, 0.124, 0.014, 1098, 845, 0, 38, 41, 43, 30, 16.294, 22.943, 9.677, 24.000
18:24:55.574, 17.076, 0.134, 0.072, 0.100, 0.000, 992, 650, 0, 38, 41, 43, 30, 16.015, 21.717, 10.327, 3.000
18:24:56.579, 18.081, 0.098, 0.090, 0.106, 0.008, 998, 927, 0, 38, 41, 43, 30, 16.270, 23.308, 9.250, 1.000
18:24:57.542, 19.043, 0.076, 0.076, 0.102, 0.000, 986, 652, 0, 38, 41, 43, 30, 16.085, 23.383, 8.750, 0.000
18:24:58.553, 20.055, 0.092, 0.086, 0.108, 0.006, 1061, 658, 0, 38, 41, 43, 30, 16.771, 24.121, 9.476, 1.000
18:24:59.540, 21.041, 0.304, 0.286, 0.122, 0.018, 1082, 1379, 0, 38, 41, 43, 30, 14.819, 19.355, 10.250, 33.000
18:25:00.528, 22.030, 0.512, 0.488, 0.158, 0.024, 1310, 1399, 0, 38, 41, 43, 30, 16.149, 16.418, 15.881, 10.000
18:25:01.536, 23.037, 0.300, 0.284, 0.152, 0.016, 1458, 863, 0, 40, 42, 45, 30, 18.541, 20.297, 16.790, 18.000
18:25:02.506, 24.007, 0.476, 0.452, 0.164, 0.024, 1417, 1000, 0, 40, 42, 45, 30, 21.851, 27.366, 16.279, 21.000
18:25:03.499, 25.000, 0.268, 0.252, 0.124, 0.016, 1555, 868, 0, 40, 42, 45, 30, 16.750, 18.090, 15.423, 16.000
18:25:04.513, 26.014, 0.074, 0.066, 0.100, 0.008, 1139, 735, 0, 40, 42, 45, 30, 11.538, 11.386, 11.692, 3.000
18:25:05.548, 27.049, 0.020, 0.020, 0.072, 0.000, 972, 651, 0, 39, 41, 42, 30, 9.709, 9.466, 9.951, 2.000
18:25:06.511, 28.013, 0.022, 0.022, 0.074, 0.000, 975, 641, 0, 39, 41, 42, 30, 10.737, 11.399, 10.078, 1.000
